DO,DO-20-001732,29/02/2020,DIY08,PT. DUTA INTRA YASA (KEBUMEN),,,,,BRNOBC001,,OB HERBAL PERMEN HERBAL RASA MINT S5,270,,DL0446/MPM/II/2020
DO,DO-20-001732,29/02/2020,DIY08,PT. DUTA INTRA YASA (KEBUMEN),,,,,BRNANC002,,ANTANGIN PERMEN HERBAL RASA MADU MINT T30,900,,DL0446/MPM/II/2020
DO,DO-20-001732,29/02/2020,DIY08,PT. DUTA INTRA YASA (KEBUMEN),,,,,BRNOBJ001,,OB HERBAL JUNIOR B60,144,,DL0446/MPM/II/2020
DO,DO-20-001732,29/02/2020,DIY08,PT. DUTA INTRA YASA (KEBUMEN),,,,,BRNANC005,,ANTANGIN PERMEN ANEKA RASA T250,30,,DL0446/MPM/II/2020
DO,DO-20-001732,29/02/2020,DIY08,PT. DUTA INTRA YASA (KEBUMEN),,,,,BRNANS002,,ANTANGIN JRG + MADU ST24,480,,DL0446/MPM/II/2020
DO,DO-20-001732,29/02/2020,DIY08,PT. DUTA INTRA YASA (KEBUMEN),,,,,BRNANM001,,ANTANGIN MINT SD12,1800,,DL0446/MPM/II/2020
DO,DO-20-001732,29/02/2020,DIY08,PT. DUTA INTRA YASA (KEBUMEN),,,,,BRNANC008,,ANTANGIN PERMEN ANEKA RASA T150,60,,DL0446/MPM/II/2020
DO,DO-20-001733,29/02/2020,DIY04,PT. DUTA INTRA YASA (SOKARAJA),,,,,BRNSPG002,,SRONGPAS R10,3000,,DL0447/MPM/II/2020
DO,DO-20-001733,29/02/2020,DIY04,PT. DUTA INTRA YASA (SOKARAJA),,,,,BRNOBH001,,OB HERBAL B60,1200,,DL0447/MPM/II/2020
DO,DO-20-001733,29/02/2020,DIY04,PT. DUTA INTRA YASA (SOKARAJA),,,,,BRNANC001,,ANTANGIN PERMEN HERBAL RASA MADU MINT S5,270,,DL0447/MPM/II/2020
DO,DO-20-001733,29/02/2020,DIY04,PT. DUTA INTRA YASA (SOKARAJA),,,,,BRNOBJ001,,OB HERBAL JUNIOR B60,336,,DL0447/MPM/II/2020
DO,DO-20-001733,29/02/2020,DIY04,PT. DUTA INTRA YASA (SOKARAJA),,,,,BRNANJ002,,ANTANGIN JUNIOR SD5,900,,DL0447/MPM/II/2020
DO,DO-20-001733,29/02/2020,DIY04,PT. DUTA INTRA YASA (SOKARAJA),,,,,BRNANS002,,ANTANGIN JRG + MADU ST24,480,,DL0447/MPM/II/2020
DO,DO-20-001733,29/02/2020,DIY04,PT. DUTA INTRA YASA (SOKARAJA),,,,,BRNANS003,,ANTANGIN JRG + MADU SD12,28800,,DL0447/MPM/II/2020
DO,DO-20-001733,29/02/2020,DIY04,PT. DUTA INTRA YASA (SOKARAJA),,,,,BRNANM001,,ANTANGIN MINT SD12,4320,,DL0447/MPM/II/2020
DO,DO-20-001733,29/02/2020,DIY04,PT. DUTA INTRA YASA (SOKARAJA),,,,,BRNKTT001,,TUNTAS  K10,100,,DL0447/MPM/II/2020
DO,DO-20-001733,29/02/2020,DIY04,PT. DUTA INTRA YASA (SOKARAJA),,,,,BRNOBH004,,OB HERBAL B30,96,,DL0447/MPM/II/2020
DO,DO-20-001734,29/02/2020,DIY02,PT. DUTA INTRA YASA (CILACAP),,,,,BRNSPG002,,SRONGPAS R10,1000,,DL0448/MPM/II/2020
DO,DO-20-001734,29/02/2020,DIY02,PT. DUTA INTRA YASA (CILACAP),,,,,BRNOBH003,,OB HERBAL B100,288,,DL0448/MPM/II/2020
DO,DO-20-001734,29/02/2020,DIY02,PT. DUTA INTRA YASA (CILACAP),,,,,BRNOBH001,,OB HERBAL B60,720,,DL0448/MPM/II/2020
DO,DO-20-001734,29/02/2020,DIY02,PT. DUTA INTRA YASA (CILACAP),,,,,BRNOBJ001,,OB HERBAL JUNIOR B60,288,,DL0448/MPM/II/2020
DO,DO-20-001734,29/02/2020,DIY02,PT. DUTA INTRA YASA (CILACAP),,,,,BRNKDS002,,KULDON TR10,1000,,DL0448/MPM/II/2020
DO,DO-20-001734,29/02/2020,DIY02,PT. DUTA INTRA YASA (CILACAP),,,,,BRNANS003,,ANTANGIN JRG + MADU SD12,36000,,DL0448/MPM/II/2020
DO,DO-20-001734,29/02/2020,DIY02,PT. DUTA INTRA YASA (CILACAP),,,,,BRNANM001,,ANTANGIN MINT SD12,2160,,DL0448/MPM/II/2020
DO,DO-20-001735,29/02/2020,DIY01,PT. DUTA INTRA YASA (BANJARNEGARA),,,,,BRNSPG002,,SRONGPAS R10,2000,,DL0449/MPM/II/2020
DO,DO-20-001735,29/02/2020,DIY01,PT. DUTA INTRA YASA (BANJARNEGARA),,,,,BRNOBH003,,OB HERBAL B100,96,,DL0449/MPM/II/2020
DO,DO-20-001735,29/02/2020,DIY01,PT. DUTA INTRA YASA (BANJARNEGARA),,,,,BRNOBH001,,OB HERBAL B60,480,,DL0449/MPM/II/2020
DO,DO-20-001735,29/02/2020,DIY01,PT. DUTA INTRA YASA (BANJARNEGARA),,,,,BRNANC002,,ANTANGIN PERMEN HERBAL RASA MADU MINT T30,360,,DL0449/MPM/II/2020
DO,DO-20-001735,29/02/2020,DIY01,PT. DUTA INTRA YASA (BANJARNEGARA),,,,,BRNOBJ001,,OB HERBAL JUNIOR B60,96,,DL0449/MPM/II/2020
DO,DO-20-001735,29/02/2020,DIY01,PT. DUTA INTRA YASA (BANJARNEGARA),,,,,BRNANS002,,ANTANGIN JRG + MADU ST24,720,,DL0449/MPM/II/2020
DO,DO-20-001735,29/02/2020,DIY01,PT. DUTA INTRA YASA (BANJARNEGARA),,,,,BRNANS003,,ANTANGIN JRG + MADU SD12,7200,,DL0449/MPM/II/2020
DO,DO-20-001735,29/02/2020,DIY01,PT. DUTA INTRA YASA (BANJARNEGARA),,,,,BRNANM001,,ANTANGIN MINT SD12,3600,,DL0449/MPM/II/2020
DO,DO-20-001735,29/02/2020,DIY01,PT. DUTA INTRA YASA (BANJARNEGARA),,,,,BRNANC008,,ANTANGIN PERMEN ANEKA RASA T150,30,,DL0449/MPM/II/2020
DO,DO-20-001736,29/02/2020,JTG12,PT. JAVAS TRIPTA GEMALA (TEGAL),,,,,BRNANT001,,ANTANGIN JRG PLUS JAHE MERAH TR10,5000,,DL0475/MPM/II/2020
DO,DO-20-001736,29/02/2020,JTG12,PT. JAVAS TRIPTA GEMALA (TEGAL),,,,,BRNOBH001,,OB HERBAL B60,720,,DL0475/MPM/II/2020
DO,DO-20-001736,29/02/2020,JTG12,PT. JAVAS TRIPTA GEMALA (TEGAL),,,,,BRNOBJ001,,OB HERBAL JUNIOR B60,240,,DL0475/MPM/II/2020
DO,DO-20-001736,29/02/2020,JTG12,PT. JAVAS TRIPTA GEMALA (TEGAL),,,,,BRNKDS002,,KULDON TR10,2000,,DL0475/MPM/II/2020
DO,DO-20-001736,29/02/2020,JTG12,PT. JAVAS TRIPTA GEMALA (TEGAL),,,,,BRNANS002,,ANTANGIN JRG + MADU ST24,720,,DL0475/MPM/II/2020
DO,DO-20-001736,29/02/2020,JTG12,PT. JAVAS TRIPTA GEMALA (TEGAL),,,,,BRNANS003,,ANTANGIN JRG + MADU SD12,18000,,DL0475/MPM/II/2020
DO,DO-20-001736,29/02/2020,JTG12,PT. JAVAS TRIPTA GEMALA (TEGAL),,,,,BRNANM001,,ANTANGIN MINT SD12,1800,,DL0475/MPM/II/2020
DO,DO-20-001736,29/02/2020,JTG12,PT. JAVAS TRIPTA GEMALA (TEGAL),,,,,BRNKTT001,,TUNTAS  K10,500,,DL0475/MPM/II/2020
DO,DO-20-001736,29/02/2020,JTG12,PT. JAVAS TRIPTA GEMALA (TEGAL),,,,,BRNKRW001,,RAPET WANGI K10,1000,,DL0475/MPM/II/2020
DO,DO-20-001736,29/02/2020,JTG12,PT. JAVAS TRIPTA GEMALA (TEGAL),,,,,BRNOBZ001,,OB HERBAL ZIPLONG D5,600,,DL0475/MPM/II/2020
DO,DO-20-001737,29/02/2020,JTG01,PT. JAVAS TRIPTA GEMALA (BLORA),,,,,BRNOBH003,,OB HERBAL B100,96,,DL0476/MPM/II/2020
DO,DO-20-001737,29/02/2020,JTG01,PT. JAVAS TRIPTA GEMALA (BLORA),,,,,BRNOBH001,,OB HERBAL B60,144,,DL0476/MPM/II/2020
